scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
international held in hub export screen processing error temporarily unable to assign supplier-DPD UK-Carrier error delayed delivery,international held in hub export screen processing error temporarily unable to assign supplier,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Carrier error delayed delivery,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
the parcel is being held in customs-DPD UK-Additional information required for customs clearance,the parcel is being held in customs,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Additional information required for customs clearance,Shipment on hold,1bd2ae08-39db-4489-a573-5ba5281922a6
redirected to.*depot-DPD UK-In Transit,redirected to.*depot,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,In Transit,Package has been re-directed to the destination,0675fba7-8474-4654-bce9-579e163a4595
delivery attempt made parcel brought back to our depot-DPD UK-Delivery failed,delivery attempt made parcel brought back to our depot,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery failed,Delivery attempted,b9c04e40-5251-47e9-8a3a-baeb9c05d5b8
international held in hub missing info from invoice incomplete consignment-DPD UK-Additional information required for customs clearance,international held in hub missing info from invoice incomplete consignment,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Additional information required for customs clearance,Missing or incomplete export documentation,670d81f1-0218-4fb2-848d-6a3bd0098713
delivered left at unit 10 received by jim-DPD UK-Delivered,delivered left at unit 10 received by jim,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
international held in hub booked in missed connection-DPD UK-Carrier error delayed delivery,international held in hub booked in missed connection,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
redelivery request service upgrade made for sun 16 june 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent-DPD UK-Request to reschedule delivery,redelivery request service upgrade made for sun 16 june 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Request to reschedule delivery,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
delivered left at 195 received by toolstation-DPD UK-Delivered,delivered left at 195 received by toolstation,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 2 received by jones-DPD UK-Delivered,delivered left at 2 received by jones,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at unit 15 received by ben-DPD UK-Delivered,delivered left at unit 15 received by ben,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 1 the garden received by jacob saraha-DPD UK-Delivered,delivered left at 1 the garden received by jacob saraha,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 11 received by lloyd d-DPD UK-Delivered,delivered left at 11 received by lloyd d,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at unit 2 jm clark received by asal-DPD UK-Delivered,delivered left at unit 2 jm clark received by asal,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 48 received by newton-DPD UK-Delivered,delivered left at 48 received by newton,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at uk electricals whole sale trade counter offic2 received by sam-DPD UK-Delivered,delivered left at uk electricals whole sale trade counter offic2 received by sam,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
aviation scan-DPD UK-Export Scan,aviation scan,RegEx,3d583349-098f-487d-a75c-71dea69b81f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Export Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
delivered left at 1 received by h greaves-DPD UK-Delivered,delivered left at 1 received by h greaves,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at maydencroft received by james-DPD UK-Delivered,delivered left at maydencroft received by james,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
redelivery request service upgrade made for tue 27 february 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent-DPD UK-Request to reschedule delivery,redelivery request service upgrade made for tue 27 february 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Request to reschedule delivery,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
delivered left at 1 the garden received by jacob sara-DPD UK-Delivered,delivered left at 1 the garden received by jacob sara,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at jjs cafe received by jjs cafe-DPD UK-Delivered,delivered left at jjs cafe received by jjs cafe,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
the parcel is at the local depot awaiting a suitable time to deliver-DPD UK-Shipment on hold,the parcel is at the local depot awaiting a suitable time to deliver,RegEx,1bd2ae08-39db-4489-a573-5ba5281922a6,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment on hold,Package on hold for delivery,667c9f0c-4671-4af0-a788-c264b8553dac
the parcel has now been collected from the local pickup point-DPD UK-Shipment collected,the parcel has now been collected from the local pickup point,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Shipment collected from pick-up location,a80c5c73-993a-4579-b0ba-cf9b3fd37287
delivered left at 11 received by pharmacy-DPD UK-Delivered,delivered left at 11 received by pharmacy,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivery to dpd pickup locker bp somerby hill service station requested not home sms not home e mail notification sent-DPD UK-Delivery to pick-up point pending,delivery to dpd pickup locker bp somerby hill service station requested not home sms not home e mail notification sent,RegEx,836f52ff-3538-4879-9a97-d681154a864f,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery to pick-up point pending,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
collected from depot received by james-DPD UK-Shipment collected,collected from depot received by james,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
delivered left at brynawelon received by evans-DPD UK-Delivered,delivered left at brynawelon received by evans,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 40 received by aaron-DPD UK-Delivered,delivered left at 40 received by aaron,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 25 received by garry-DPD UK-Delivered,delivered left at 25 received by garry,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 30 rose received by rose-DPD UK-Delivered,delivered left at 30 rose received by rose,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at a1 received by adam-DPD UK-Delivered,delivered left at a1 received by adam,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivery to dpd pickup locker esso woodston service station requested not home sms not home e mail notification sent-DPD UK-Delivery to pick-up point pending,delivery to dpd pickup locker esso woodston service station requested not home sms not home e mail notification sent,RegEx,836f52ff-3538-4879-9a97-d681154a864f,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery to pick-up point pending,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
delivered left at 84 received by janel-DPD UK-Delivered,delivered left at 84 received by janel,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at daisy chain received by daisy-DPD UK-Delivered,delivered left at daisy chain received by daisy,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at flat 2 received by john-DPD UK-Delivered,delivered left at flat 2 received by john,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at premier shop received by birkett-DPD UK-Delivered,delivered left at premier shop received by birkett,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at unit11 received by jerry-DPD UK-Delivered,delivered left at unit11 received by jerry,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 3 received by price-DPD UK-Delivered,delivered left at 3 received by price,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at 38 received by michelle-DPD UK-Delivered,delivered left at 38 received by michelle,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
delivered left at d spirit next to sg tanks received by driving spirit-DPD UK-Delivered,delivered left at d spirit next to sg tanks received by driving spirit,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Delivered to neighbour,5e415cf1-6bd2-4698-982e-5785ebedf07a
manually sorted non conveyable traffic-DPD UK-Package damaged in transit,manually sorted non conveyable traffic,RegEx,c00bf613-506c-423f-b34a-ac3a2ad1fc90,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Package damaged in transit,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
delivery to dpd pickup locker best one requested collect from pickup consumer acknowledgement sms collect from pickup consumer acknowledgement e mail notification sent-DPD UK-Shipment ready for collection from pick-up point,delivery to dpd pickup locker best one requested collect from pickup consumer acknowledgement sms collect from pickup consumer acknowledgement e mail notification sent,RegEx,4f4bd244-5ace-4477-9179-34fd9e5b9023,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment ready for collection from pick-up point,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
delivery to dpd pickup shop not possible pickup delay sms notification sent-DPD UK-Unable to deliver to pick-up point - Re-attempt on the next business day,delivery to dpd pickup shop not possible pickup delay sms notification sent,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
delivery to dpd pickup shop not possible pickup delay sms pickup delay e mail notification sent-DPD UK-Unable to deliver to pick-up point - Re-attempt on the next business day,delivery to dpd pickup shop not possible pickup delay sms pickup delay e mail notification sent,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
redelivery request service upgrade made for thu 29 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent-DPD UK-Request to reschedule delivery,redelivery request service upgrade made for thu 29 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Request to reschedule delivery,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
redirected to chelmsford depot-DPD UK-Carrier misrouted the shipment - Corrective action underway,redirected to chelmsford depot,RegEx,063db3fe-b8dc-4500-a63e-96a2441b08f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Carrier misrouted the shipment - Corrective action underway,Package has been re-directed to the destination,0675fba7-8474-4654-bce9-579e163a4595
delivered with consignee s authority received by den boer markus-DPD UK-Held for inspection by government agency,delivered with consignee s authority received by den boer markus,RegEx,e197487d-bc6b-48e8-a617-3b80bfc78144,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Held for inspection by government agency,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
delivered to alternative address-DPD UK-Shipment exception - Corrective action underway,delivered to alternative address,RegEx,503ccd73-5556-48d9-a8fa-1c7dce74b2d6,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment exception - Corrective action underway,Delivery to alternative address requested,cae871bc-b874-4a61-9b2a-d980d6afcb21
delivery to dpd pickup shop budni friedrichshain requested-DPD UK-Shipment dropped off awaiting carrier collection,delivery to dpd pickup shop budni friedrichshain requested,RegEx,bfea056c-8daf-4846-894b-f0e79240cf9e,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment dropped off awaiting carrier collection,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
delivery to dpd pickup shop romulco tweewielers requested-DPD UK-Request to reschedule delivery,delivery to dpd pickup shop romulco tweewielers requested,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Request to reschedule delivery,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
