carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384444+00:00,IBPD,ibpd,1371,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383842+00:00,"Delivered (left at , UK electricals whole sale (trade counter) offic2), received by SAM",delivered left at uk electricals whole sale trade counter offic2 received by sam,1369,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384535+00:00,Safe place - Open porch request,safe place open porch request,1365,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383738+00:00,Aviation Scan,aviation scan,1345,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383668+00:00,We're not able to deliver this package to the selected UPS Access Point™. We're contacting the receiver for an alternate location.,we re not able to deliver this package to the selected ups access point we re contacting the receiver for an alternate location,1344,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384158+00:00,"International Held in Hub, Con Note [No data entry copy/description]",international held in hub con note no data entry copy/description,1322,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384622+00:00,Shipment Pickup,shipment pickup,1288,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384321+00:00,Return:Holding / storage limit expired,return holding / storage limit expired,1254,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383452+00:00,723,723,1231,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738355+00:00,THE BILLING OPTION SELECTED IS NOT VALID FOR THIS PACKAGE.,the billing option selected is not valid for this package,1179,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384552+00:00,"This parcel is too large, a specialist Hermes courier will deliver on the next working day",this parcel is too large a specialist hermes courier will deliver on the next working day,1157,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383578+00:00,The package has been abandoned.,the package has been abandoned,1132,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383659+00:00,We have updated the delivery information for your package.,we have updated the delivery information for your package,1123,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384078+00:00,Delivery to DPD Pickup Shop not possible,delivery to dpd pickup shop not possible,1122,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384459+00:00,Damaged after Courier inbound activity,damaged after courier inbound activity,1120,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383739+00:00,Carded,carded,1099,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383751+00:00,"Delivered (left at 1, ), received by H GREAVES",delivered left at 1 received by h greaves,1086,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384613+00:00,On Hold,on hold,1078,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383829+00:00,"Delivered (left at , Maydencroft), received by JAMES",delivered left at maydencroft received by james,1076,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384312+00:00,Redelivery request (service upgrade) made for Tue 27 February 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for tue 27 february 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,1059,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383841+00:00,"Delivered (left at Security office , ), received by RUBLY",delivered left at security office received by rubly,1056,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384494+00:00,In Hub - Incomplete address,in hub incomplete address,1034,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383555+00:00,The commodity value of your package exceeds the limit we allow.,the commodity value of your package exceeds the limit we allow,1032,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383522+00:00,"Merchandise missing, balance being returned. UPS will notify the sender with details of the damage.",merchandise missing balance being returned ups will notify the sender with details of the damage,1029,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383753+00:00,"Delivered (left at 1 The Garden), received by JACOB SARA",delivered left at 1 the garden received by jacob sara,1012,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383386+00:00,1446,1446,983,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384373+00:00,"Unable to Deliver, Delivery Date Rescheduled",unable to deliver delivery date rescheduled,951,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383825+00:00,"Delivered (left at , Jjs cafe), received by JJS CAFE",delivered left at jjs cafe received by jjs cafe,923,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384153+00:00,"Imported by international gateway, from DPD Group",imported by international gateway from dpd group,916,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384337+00:00,The parcel is at the local depot awaiting a suitable time to deliver,the parcel is at the local depot awaiting a suitable time to deliver,897,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384525+00:00,Recovered by Net Buster,recovered by net buster,887,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738352+00:00,Merchandise left with sender. UPS will notify the sender with details of the damage.,merchandise left with sender ups will notify the sender with details of the damage,881,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384652+00:00,Delivered - Left in lobby/vestibule.,delivered left in lobby/vestibule,875,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384534+00:00,Safe place - Building foyer/entrance request,safe place building foyer/entrance request,872,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384571+00:00,"We're unable to deliver this parcel due to access issues, please send a replacement parcel",we re unable to deliver this parcel due to access issues please send a replacement parcel,830,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383607+00:00,The sender requested a delivery change for this package.,the sender requested a delivery change for this package,811,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383697+00:00,Your package is at the UPS distribution facility and is scheduled for delivery on the next business day.,your package is at the ups distribution facility and is scheduled for delivery on the next business day,808,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384336+00:00,The parcel has now been collected from the local Pickup point,the parcel has now been collected from the local pickup point,795,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384323+00:00,Returned by Customer,returned by customer,794,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384467+00:00,Damaged after Hub despatch,damaged after hub despatch,783,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384636+00:00,Delay - Package delayed,delay package delayed,782,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384208+00:00,"Offshore downgrade - Due To Operational Reasons, Consignment Is Now On A 2 Day Service",offshore downgrade due to operational reasons consignment is now on a 2 day service,767,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384483+00:00,Delivery sorted at Depot,delivery sorted at depot,747,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384441+00:00,I531,i531,735,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383759+00:00,"Delivered (left at 11, ), received by PHARMACY",delivered left at 11 received by pharmacy,728,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384013+00:00,Delivery to DPD Pickup Locker BP Somerby Hill Service Station requested Not@Home SMS & Not@Home e-mail notification sent,delivery to dpd pickup locker bp somerby hill service station requested not home sms not home e mail notification sent,728,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384132+00:00,Delivery to neighbour has been requested if recipient is not in to receive the item,delivery to neighbour has been requested if recipient is not in to receive the item,728,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383741+00:00,"Collected from Depot, received by JAMES",collected from depot received by james,723,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383818+00:00,"Delivered (left at , Brynawelon), received by EVANS",delivered left at brynawelon received by evans,723,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384138+00:00,Held in Depot,held in depot,723,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383786+00:00,"Delivered (left at 40, ), received by AARON",delivered left at 40 received by aaron,722,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383771+00:00,"Delivered (left at 25, ), received by GARRY",delivered left at 25 received by garry,720,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383776+00:00,"Delivered (left at 30, Rose), received by ROSE",delivered left at 30 rose received by rose,719,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383817+00:00,"Delivered (left at , A1), received by ADAM",delivered left at a1 received by adam,718,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384017+00:00,Delivery to DPD Pickup Locker Esso Woodston Service Station requested Not@Home SMS & Not@Home e-mail notification sent,delivery to dpd pickup locker esso woodston service station requested not home sms not home e mail notification sent,718,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383684+00:00,Your delivery has been rescheduled due to the holiday.,your delivery has been rescheduled due to the holiday,717,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383813+00:00,"Delivered (left at 84, ), received by JANEL",delivered left at 84 received by janel,716,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738382+00:00,"Delivered (left at , Daisy chain ), received by DAISY",delivered left at daisy chain received by daisy,714,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383824+00:00,"Delivered (left at Flat 2, ), received by JOHN",delivered left at flat 2 received by john,712,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383836+00:00,"Delivered (left at , Premier shop ), received by BIRKETT",delivered left at premier shop received by birkett,712,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383848+00:00,"Delivered (left at , Unit11), received by JERRY",delivered left at unit11 received by jerry,712,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383774+00:00,"Delivered (left at 3, ), received by PRICE",delivered left at 3 received by price,711,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383782+00:00,"Delivered (left at 38, ), received by MICHELLE",delivered left at 38 received by michelle,711,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383819+00:00,"Delivered (left at , D spirit next to sg tanks), received by DRIVING SPIRIT",delivered left at d spirit next to sg tanks received by driving spirit,710,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738401+00:00,Delivery to DPD Pickup Locker BP Girdle Toll Service Station requested Not@Home SMS notification sent,delivery to dpd pickup locker bp girdle toll service station requested not home sms notification sent,710,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738379+00:00,"Delivered (left at 5, ), received by WINDY",delivered left at 5 received by windy,709,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383822+00:00,"Delivered (left at , Dulux), received by SMITH",delivered left at dulux received by smith,709,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738376+00:00,"Delivered (left at 140, ), received by PATSY",delivered left at 140 received by patsy,708,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383768+00:00,"Delivered (left at 20, ), received by CORB",delivered left at 20 received by corb,708,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738377+00:00,"Delivered (left at 23, ), received by WOOD",delivered left at 23 received by wood,708,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383761+00:00,"Delivered (left at 190, ), received by MARTINA",delivered left at 190 received by martina,707,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383801+00:00,"Delivered (left at 70, Lm design), received by ANNA",delivered left at 70 lm design received by anna,706,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383847+00:00,"Delivered (left at , Unit no5), received by IIAN",delivered left at unit no5 received by iian,706,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383433+00:00,1622,1622,705,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383807+00:00,"Delivered (left at 78, ), received by SARAH",delivered left at 78 received by sarah,705,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383815+00:00,"Delivered (left at 9c, Sam), received by SAM",delivered left at 9c sam received by sam,705,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383772+00:00,"Delivered (left at 25, ), received by OPEN",delivered left at 25 received by open,704,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383795+00:00,"Delivered (left at 6, ), received by STREET",delivered left at 6 received by street,704,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383806+00:00,"Delivered (left at 70, ), received by LAWSON",delivered left at 70 received by lawson,703,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384341+00:00,The parcel was refused at the delivery point,the parcel was refused at the delivery point,702,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383793+00:00,"Delivered (left at 6, ), received by DANIAL",delivered left at 6 received by danial,701,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383834+00:00,"Delivered (left at Organic, ), received by JEMIE",delivered left at organic received by jemie,701,Not Matched
